order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior
11161,169380,prior,26,3,11,27
11162,170202,prior,18,0,13,24
11163,192647,prior,10,4,18,24
11164,157600,prior,7,0,16,8
11165,57986,prior,1,1,13,NULL
11166,147995,prior,10,0,12,9
11167,31898,prior,7,2,8,8
11168,205724,train,9,6,14,1
11169,117203,prior,4,1,20,1
11170,6801,prior,47,3,16,5
11171,183146,prior,45,3,16,1
11172,74889,prior,46,0,12,3
11173,133729,prior,7,3,17,7
11174,140857,prior,13,3,16,9
11175,102345,prior,95,3,12,3
11176,3387,prior,6,5,20,6
11177,149016,prior,6,0,9,10
11178,110254,prior,30,2,11,2
11179,77643,prior,3,1,12,4
11180,74315,prior,45,0,20,6
11181,145678,prior,8,5,12,3
11182,68635,prior,21,1,16,3
11183,84817,prior,7,5,10,6
11184,5211,prior,66,3,10,12
11185,190667,train,24,1,13,1
11186,96400,prior,20,5,12,13
11187,200002,prior,7,2,23,16
11188,46510,prior,5,3,12,30
11189,40623,prior,8,0,18,7
11190,59037,prior,20,3,9,8
11191,203121,prior,11,5,16,8
11192,56210,prior,26,4,10,3
11193,10779,prior,7,1,10,12
11194,2849,prior,32,5,17,13
11195,91831,prior,6,5,16,5
11196,58718,prior,33,0,7,7
11197,152691,prior,5,0,9,15
11198,76629,prior,5,4,13,5
11199,5409,prior,3,0,10,3
11200,120412,prior,18,0,12,7
11201,174622,prior,3,1,12,3
11202,54562,prior,13,4,11,7
11203,17056,prior,3,3,12,7
11204,105218,prior,39,6,8,5
11205,50916,prior,11,0,18,11
11206,102036,prior,12,1,20,2
11207,111218,prior,25,4,9,10
11208,114346,prior,64,2,7,3
11209,10600,prior,94,0,15,1
11210,183286,prior,8,6,15,3
11211,16278,prior,19,0,13,2
11212,177470,prior,43,5,9,7
11213,156803,train,10,3,20,9
11214,122263,prior,1,6,9,NULL
11215,8627,prior,19,0,4,15
11216,72196,prior,3,4,23,18
11217,82232,prior,54,3,11,3
11218,159239,prior,3,3,22,20
11219,73969,prior,61,3,16,6
11220,87530,prior,3,0,12,30
11221,88236,prior,89,5,8,3
11222,90916,prior,8,1,11,30
11223,128359,prior,4,6,19,0
11224,42896,test,13,2,10,30
11225,189062,prior,32,1,13,20
11226,21574,prior,25,0,13,4
11227,155087,prior,22,1,13,7
11228,123552,prior,2,6,18,6
11229,12446,prior,16,0,17,14
11230,165349,prior,25,6,20,15
11231,169713,prior,9,5,13,7
11232,3459,prior,2,6,13,28
11233,181881,prior,17,2,9,23
11234,153593,prior,24,6,15,7
11235,95271,prior,7,6,10,3
11236,62160,train,6,5,18,30
11237,37042,prior,1,3,12,NULL
11238,38194,prior,20,2,10,16
11239,175583,train,6,3,10,7
11240,62725,prior,10,4,16,5
11241,202555,prior,44,5,16,11
11242,5236,prior,43,4,12,1
11243,159053,prior,50,3,9,7
11244,180188,prior,23,2,8,2
11245,85915,prior,6,3,19,2
11246,200062,prior,44,2,18,6
11247,66541,prior,7,1,9,7
11248,107569,prior,11,0,17,6
11249,756,prior,9,3,12,7
11250,179306,prior,1,6,12,NULL
11251,88659,prior,8,3,20,2
11252,93151,prior,47,0,9,6
11253,129294,prior,5,6,18,21
11254,87310,prior,5,2,6,19
11255,126123,prior,12,5,12,30
11256,24738,prior,21,4,18,4
11257,20388,prior,3,4,8,8
11258,129235,prior,26,1,12,7
11259,194044,prior,4,0,16,13
11260,44196,prior,2,3,12,7
11261,148105,prior,51,0,7,9
11262,148522,prior,5,1,18,30
11263,22035,prior,22,5,18,9
11264,46163,prior,12,2,9,1
11265,204057,prior,3,0,8,8
11266,155763,prior,20,1,10,14
11267,176741,prior,48,4,15,6
11268,86804,prior,60,3,13,2
11269,71202,prior,2,2,15,9
11270,27353,prior,43,4,15,2
11271,104979,prior,5,0,10,30
11272,162097,prior,13,2,6,24
11273,63028,prior,10,6,8,21
11274,137623,prior,1,1,10,NULL
11275,144332,prior,9,6,16,3
11276,94589,prior,49,0,11,4
11277,19348,prior,10,4,16,19
11278,28980,prior,11,4,15,6
11279,6085,prior,20,2,14,9
11280,6329,prior,1,1,16,NULL
11281,112606,prior,14,1,11,30
11282,28492,train,9,1,12,0
11283,185711,prior,4,1,13,4
11284,80929,prior,3,3,10,17
11285,78608,prior,30,2,13,19
11286,54459,train,16,0,15,14
11287,157790,prior,3,0,15,30
11288,135132,prior,23,5,12,4
11289,79105,prior,22,6,21,5
11290,32937,prior,12,4,10,23
11291,113432,prior,83,4,8,3
11292,143961,prior,8,1,12,8
11293,9432,prior,39,6,10,12
11294,174647,prior,3,1,9,7
11295,79585,prior,54,3,8,7
11296,131269,prior,5,6,17,12
11297,63220,prior,28,1,9,7
11298,137374,prior,2,0,16,15
11299,193451,prior,17,2,14,6
11300,58306,prior,2,2,16,21
11301,73247,train,4,5,14,30
11302,145664,prior,3,2,13,7
11303,28476,prior,22,1,10,4
11304,163662,prior,36,1,17,3
11305,106879,prior,14,4,7,2
11306,143526,prior,2,5,13,5
11307,164823,prior,7,4,13,7
11308,201498,prior,29,3,20,3
11309,39059,prior,8,3,13,0
11310,172828,prior,8,1,7,11
11311,60694,prior,53,0,21,6
11312,115162,prior,28,1,9,4
11313,124567,prior,3,0,15,28
11314,133826,prior,4,1,20,30
11315,76824,prior,11,0,15,2
11316,74286,prior,5,5,17,30
11317,29370,prior,45,3,11,7
11318,184216,prior,14,0,19,16
11319,42199,prior,7,1,16,2
11320,87686,prior,10,4,7,21
11321,163867,prior,22,3,10,16
11322,133837,prior,4,0,16,10
11323,82915,prior,4,1,15,5
11324,133767,prior,7,2,8,13
11325,9026,prior,5,5,12,30
11326,179675,test,53,2,7,9
11327,166594,prior,3,4,16,11
11328,119831,prior,55,4,10,1
11329,104189,prior,6,2,16,4
11330,171756,prior,15,3,9,7
11331,97525,prior,36,5,14,28
11332,45576,prior,4,1,11,7
11333,593,prior,3,0,11,8
11334,79430,prior,35,1,13,7
11335,12662,prior,29,1,13,5
11336,33829,prior,21,4,15,28
11337,202334,prior,15,3,8,14
11338,13053,prior,36,4,17,1
11339,102403,prior,50,0,10,4
11340,122951,train,16,1,11,30
11341,36047,prior,15,6,22,8
11342,61687,prior,39,1,13,7
11343,187335,prior,10,6,11,5
11344,117289,prior,52,2,12,2
11345,137986,prior,1,4,9,NULL
11346,106004,prior,24,3,22,19
11347,117414,prior,4,1,7,30
11348,481,prior,19,0,14,7
11349,122672,prior,34,0,12,7
11350,119439,prior,79,2,14,3
11351,119707,prior,58,6,18,6
11352,126072,prior,3,0,10,30
11353,93588,prior,3,1,8,10
11354,13721,prior,12,1,7,4
11355,163336,prior,28,3,21,4
11356,67716,prior,55,2,11,8
11357,171046,prior,11,0,12,7
11358,149248,prior,10,4,15,1
11359,7175,prior,59,0,7,4
11360,138820,prior,3,5,13,3
11361,103361,prior,2,2,11,30
11362,66156,prior,35,1,14,5
11363,196912,prior,2,0,21,2
11364,63833,prior,22,0,12,13
11365,151647,prior,2,4,17,2
11366,124287,prior,8,0,20,24
11367,147745,prior,4,6,10,10
11368,28311,prior,23,0,12,8
11369,42438,prior,4,3,19,28
11370,140243,prior,25,4,21,13
11371,111879,prior,1,6,9,NULL
11372,57609,prior,3,2,11,9
11373,95276,prior,17,6,13,30
11374,203455,prior,8,1,18,29
11375,151001,prior,12,1,9,13
11376,190339,prior,7,4,21,7
11377,189051,prior,13,1,12,14
11378,124172,prior,6,5,9,13
11379,69687,prior,35,1,10,6
11380,20825,prior,15,6,17,8
11381,50516,prior,1,1,22,NULL
11382,148433,train,20,6,13,20
11383,125769,prior,4,6,19,6
11384,156700,prior,13,1,9,5
11385,90969,prior,23,2,16,8
11386,34857,prior,5,1,9,19
11387,189351,prior,13,4,9,7
11388,58619,prior,1,3,11,NULL
11389,159262,prior,1,6,13,NULL
11390,105506,train,6,3,12,30
11391,80534,prior,1,5,10,NULL
11392,170552,prior,13,1,10,4
11393,96241,prior,2,0,19,26
11394,28950,prior,21,0,23,7
11395,113321,train,9,3,13,30
11396,183890,prior,19,0,14,2
11397,190445,prior,41,3,18,4
11398,174555,prior,32,4,15,1
11399,85264,prior,9,0,14,0
11400,115286,prior,4,1,14,14
11401,174230,prior,5,4,21,6
11402,92313,prior,11,0,15,7
11403,184803,prior,1,5,16,NULL
11404,138888,prior,3,5,17,17
11405,154286,prior,59,1,20,7
11406,107295,prior,7,0,8,4
11407,164847,prior,14,1,9,7
11408,44230,test,8,3,17,26
11409,171820,prior,4,5,9,30
11410,66754,prior,4,5,11,8
11411,148352,prior,8,0,17,15
11412,60090,prior,17,0,14,7
11413,171905,prior,5,4,8,27
11414,197110,prior,9,4,18,10
11415,30154,prior,21,3,20,14
11416,22845,prior,27,6,12,26
11417,71076,prior,11,6,15,4
11418,79719,prior,11,4,17,30
11419,112400,prior,6,5,13,3
11420,182331,prior,3,2,17,30
11421,185318,prior,33,6,10,8
11422,191710,prior,5,2,11,30
11423,72687,prior,9,5,19,11
11424,41002,prior,56,6,0,2
11425,96390,prior,7,6,11,5
11426,145199,prior,1,2,21,NULL
11427,98420,train,5,2,13,17
11428,140601,prior,39,2,21,4
11429,97231,prior,18,3,14,2
11430,203326,prior,12,5,14,5
11431,29932,prior,11,0,7,7
11432,64203,prior,2,6,15,20
11433,21134,prior,7,5,9,11
11434,113673,prior,8,5,12,30
11435,181557,train,6,0,20,7
11436,21471,prior,3,3,21,2
11437,63259,prior,2,2,12,6
11438,33195,prior,25,0,10,7
11439,65401,prior,1,6,8,NULL
11440,47902,prior,4,5,20,2
11441,83121,prior,2,4,13,7
11442,79329,prior,10,6,13,6
11443,96520,prior,3,1,18,10
11444,182939,prior,4,0,13,11
11445,44475,prior,15,5,12,28
11446,71690,prior,18,3,12,5
11447,184773,prior,2,0,11,7
11448,137751,prior,6,2,0,16
11449,151646,prior,3,0,13,3
11450,25768,prior,2,2,10,10
11451,110128,prior,17,0,8,8
11452,3787,prior,13,4,2,3
11453,191233,prior,13,3,12,5
11454,113032,prior,26,1,17,7
11455,4416,prior,8,3,16,2
11456,56361,prior,10,0,15,15
11457,64680,prior,26,0,15,5
11458,186671,prior,6,0,16,1
11459,124088,prior,8,0,9,28
11460,58441,prior,5,3,20,12
11461,32702,prior,3,5,13,13
11462,92858,prior,4,2,12,5
11463,33488,prior,45,2,3,4
11464,203126,prior,11,0,11,7
11465,30981,prior,11,0,18,30
11466,168986,prior,26,0,20,6
11467,132699,prior,2,6,16,30
11468,199454,prior,4,2,11,13
11469,74904,prior,5,4,13,9
11470,170244,prior,4,4,13,8
11471,40744,prior,1,1,19,NULL
11472,181324,prior,4,1,18,30
11473,121090,prior,45,5,12,7
11474,135867,prior,40,1,11,6
11475,192444,prior,42,5,14,0
11476,140330,prior,5,1,10,13
11477,50805,prior,18,1,18,5
11478,94866,train,5,2,16,30
11479,21936,prior,17,6,13,5
11480,168155,train,25,5,15,28
11481,132021,prior,16,6,23,6
11482,154493,prior,5,6,19,30
11483,154921,prior,3,3,11,30
11484,148994,prior,63,5,13,4
11485,170451,prior,5,5,18,24
11486,69780,prior,18,3,9,30
11487,164531,prior,7,1,13,4
11488,181566,prior,3,6,11,12
11489,25539,prior,2,5,12,20
11490,171903,train,31,2,20,14
11491,110737,prior,1,0,13,NULL
11492,28881,prior,18,2,12,8
11493,147890,prior,5,5,15,1
11494,179886,prior,75,0,19,5
11495,80422,prior,48,0,18,1
11496,57043,prior,2,0,15,30
11497,151969,prior,17,4,11,13
11498,31613,prior,9,6,16,7
11499,45515,prior,2,1,12,30
11500,43621,prior,15,1,1,12
11501,107044,prior,9,1,14,7
11502,112968,prior,29,3,12,6
11503,150518,prior,14,4,12,4
11504,68533,prior,42,4,22,8
11505,24312,prior,19,3,18,8
11506,71085,prior,12,3,17,3
11507,142187,prior,3,6,11,5
11508,141238,prior,14,4,16,29
11509,102288,prior,46,1,9,2
11510,82821,prior,17,3,18,13
11511,37126,prior,1,0,18,NULL
11512,96956,prior,19,0,14,7
11513,31253,prior,5,6,10,3
11514,148441,prior,2,4,11,5
11515,88536,prior,14,3,12,26
11516,197581,prior,2,0,14,2
11517,168651,prior,1,6,16,NULL
11518,83518,test,81,4,20,2
11519,24565,prior,50,5,9,3
11520,63952,prior,4,4,12,14
11521,110024,prior,10,2,19,14
11522,180551,prior,11,1,17,14
11523,12702,prior,16,4,12,7
11524,5782,prior,8,2,17,0
11525,66058,prior,2,0,20,7
11526,62793,train,15,6,14,20
11527,16013,prior,5,1,16,10
11528,48723,prior,14,4,15,30
11529,158496,prior,14,1,17,4
11530,141735,prior,18,5,6,24
11531,99055,prior,15,0,10,6
11532,113328,prior,3,6,16,15
11533,16103,prior,55,2,18,1
11534,52141,prior,2,5,7,13
11535,161074,prior,4,5,14,13
11536,81567,prior,10,2,14,6
11537,153056,prior,9,3,10,5
11538,76646,prior,20,3,9,10
11539,40556,prior,19,1,14,6
11540,144022,prior,2,0,0,7
11541,114951,prior,3,0,20,7
11542,35629,prior,89,6,12,4
11543,157564,prior,8,2,11,21
11544,162992,prior,35,4,19,2
11545,183972,prior,24,5,13,18
11546,52649,prior,4,2,17,14
11547,176951,prior,15,1,10,1
11548,180640,prior,1,6,17,NULL
11549,95788,test,18,4,14,17
11550,8059,prior,19,3,12,6
11551,99731,prior,14,1,11,3
11552,61165,train,15,1,17,5
11553,145864,prior,5,5,17,1
11554,110684,prior,22,6,12,5
11555,5360,prior,53,2,11,8
11556,201788,test,14,1,15,3
11557,161140,prior,3,1,7,5
11558,204345,prior,15,4,8,3
11559,81219,prior,5,0,13,30
11560,175326,prior,4,2,14,7
11561,65243,prior,31,2,17,1
11562,25538,prior,5,5,22,14
11563,21819,prior,51,4,9,2
11564,166136,prior,36,6,13,5
11565,23974,prior,4,6,16,30
11566,77638,prior,1,2,10,NULL
11567,202530,prior,41,1,6,2
11568,113025,prior,8,3,8,12
11569,205107,prior,14,4,19,10
11570,202163,prior,14,1,13,6
11571,15428,prior,16,0,14,9
11572,172891,prior,46,2,18,6
11573,58883,prior,7,6,21,20
11574,136659,prior,23,0,17,4
11575,81300,prior,3,0,14,11
11576,143031,prior,2,1,23,0
11577,188360,prior,5,1,17,17
11578,148916,prior,26,5,13,7
11579,27245,prior,4,0,16,7
11580,162923,prior,2,4,12,7
11581,165233,prior,5,1,16,7
11582,91942,prior,3,0,10,11
11583,96550,prior,22,0,12,13
11584,86379,prior,13,6,10,7
11585,152665,prior,13,4,12,30
11586,54247,prior,23,2,15,6
11587,88447,prior,20,6,12,14
11588,36113,prior,23,5,16,4
11589,94600,prior,61,2,9,5
11590,19512,prior,6,0,9,5
11591,23498,prior,4,0,15,22
11592,30716,prior,8,4,10,14
11593,149748,prior,1,4,14,NULL
11594,101292,prior,31,2,8,11
11595,42914,prior,2,6,8,1
11596,136160,prior,8,4,19,30
11597,131500,prior,6,1,0,24
11598,72087,prior,47,3,19,1
11599,26546,prior,9,5,11,6
11600,47395,prior,6,5,10,30
11601,155364,prior,13,2,17,22
11602,155950,prior,5,0,16,3
11603,126015,prior,51,1,20,0
11604,74226,prior,2,5,10,7
11605,22440,prior,32,5,13,2
11606,170147,test,4,2,10,6
11607,179806,prior,3,4,12,4
11608,21643,prior,33,4,14,3
11609,160078,prior,3,0,11,4
11610,167506,prior,9,6,17,17
11611,124141,train,10,1,16,30
11612,140448,prior,5,0,13,7
11613,138451,prior,5,1,16,18
11614,71942,prior,3,5,16,7
11615,183126,prior,14,0,14,2
11616,120503,prior,4,6,10,5
11617,80986,prior,4,1,22,14
11618,44663,prior,7,5,7,24
11619,35444,prior,2,4,13,30
11620,121743,prior,28,0,16,7
11621,151370,prior,44,2,17,6
11622,152529,prior,16,2,10,4
11623,86621,test,12,4,13,28
11624,164956,prior,4,0,19,15
11625,53630,prior,11,5,14,15
11626,163295,prior,21,0,13,6
11627,99336,prior,14,0,19,14
11628,95359,prior,4,5,8,11
11629,134348,prior,5,2,22,30
11630,109434,prior,35,1,12,4
11631,196736,prior,2,4,14,6
11632,158304,prior,1,1,12,NULL
11633,58648,prior,6,2,21,2
11634,94740,prior,9,0,13,4
11635,133890,prior,13,4,19,5
11636,58930,prior,5,5,17,3
11637,190294,prior,13,4,12,15
11638,145822,prior,22,1,8,1
11639,60377,prior,3,2,0,8
11640,166466,prior,11,1,13,5
11641,20008,prior,20,6,13,4
11642,201229,prior,36,0,22,1
11643,71151,prior,22,5,8,8
11644,48882,prior,1,3,12,NULL
11645,11152,prior,3,4,11,14
11646,97367,train,5,5,9,30
11647,69596,prior,14,3,16,7
11648,178916,prior,37,3,16,3
11649,47814,prior,10,4,11,14
11650,15173,train,11,6,12,7
11651,201980,prior,8,1,11,4
11652,96757,prior,4,1,20,6
11653,61500,prior,46,6,8,6
11654,87087,prior,66,3,17,0
11655,55930,prior,1,0,9,NULL
11656,197726,prior,18,4,12,10
11657,166118,prior,2,2,16,13
11658,96536,prior,17,5,22,2
11659,171446,test,4,0,16,0
11660,157492,prior,10,2,13,1
11661,144642,prior,1,1,13,NULL
11662,189409,prior,6,6,18,4
11663,28427,prior,21,5,7,6
11664,56591,test,5,4,17,17
11665,183117,prior,1,5,13,NULL
11666,165172,prior,4,3,15,5
11667,124346,prior,20,6,14,8
11668,22031,prior,53,1,15,2
11669,179667,prior,37,3,8,2
11670,55149,prior,2,3,9,9
11671,45319,prior,55,4,17,9
11672,43565,prior,36,2,20,8
11673,74642,prior,61,6,10,3
11674,192932,prior,3,3,15,30
11675,3818,prior,4,2,21,14
11676,73696,prior,26,2,10,8
11677,66144,prior,7,1,12,7
11678,48024,prior,18,1,16,12
11679,168708,prior,9,3,12,30
11680,119237,prior,14,2,11,15
11681,20687,prior,68,1,8,4
11682,3782,prior,42,1,15,7
11683,1958,prior,75,1,11,3
11684,35798,prior,20,0,7,5
11685,90652,prior,57,4,7,6
11686,127730,prior,1,5,21,NULL
11687,45782,prior,12,0,9,2
11688,191375,prior,22,6,20,0
11689,61198,prior,32,1,9,5
11690,98519,prior,9,6,13,8
11691,154699,prior,1,0,16,NULL
11692,22263,prior,12,2,9,30
11693,33200,prior,45,1,9,3
11694,140218,prior,4,4,18,3
11695,12208,prior,2,2,15,5
11696,138586,prior,32,2,16,3
11697,136857,test,9,3,12,13
11698,147342,prior,15,6,9,7
11699,162329,prior,35,3,10,5
11700,32802,prior,49,3,9,5
11701,54437,prior,4,1,11,12
11702,202902,prior,2,3,20,7
11703,28830,prior,16,5,11,6
11704,131641,prior,2,3,14,15
11705,118143,prior,3,3,13,30
11706,92954,prior,42,2,8,5
11707,95062,prior,71,5,15,0
11708,87769,prior,3,4,10,20
11709,22904,prior,3,0,11,8
11710,44120,prior,8,6,12,21
11711,54708,prior,19,6,11,11
11712,41771,prior,17,5,22,6
11713,202132,prior,2,6,14,30
11714,62211,prior,44,0,13,3
11715,179348,prior,9,5,14,4
11716,10170,prior,12,5,11,7
11717,74662,prior,28,5,12,30
11718,45936,prior,39,1,12,14
11719,95503,prior,8,2,14,10
11720,117057,prior,35,4,10,2
11721,5101,prior,43,0,18,5
11722,96532,prior,13,1,12,14
11723,77827,prior,9,1,13,3
11724,194549,train,7,1,11,7
11725,65279,prior,42,1,13,8
11726,164971,prior,51,3,11,2
11727,38095,prior,94,2,8,6
11728,65881,prior,1,6,12,NULL
11729,61399,prior,91,3,11,2
11730,178838,prior,46,1,17,8
11731,199940,prior,7,2,13,5
11732,89602,prior,15,1,14,6
11733,70794,prior,17,4,16,7
11734,3148,prior,54,1,18,10
11735,143540,prior,4,5,15,7
11736,127713,prior,3,5,10,18
11737,174664,prior,37,5,10,8
11738,77509,prior,41,3,10,3
11739,7144,prior,21,1,12,5
11740,193700,prior,18,2,16,12
11741,71861,prior,2,5,8,3
11742,94249,prior,1,3,12,NULL
11743,41817,prior,31,1,23,1
11744,181944,prior,27,0,11,8
11745,155608,prior,32,3,11,21
11746,200866,prior,19,1,17,23
11747,47015,prior,50,6,14,2
11748,95829,prior,7,4,12,30
11749,186853,test,38,3,8,3
11750,195259,prior,1,5,17,NULL
11751,173214,prior,11,5,18,9
11752,10875,prior,40,0,16,1
11753,122448,prior,5,2,14,7
11754,76854,prior,45,0,9,7
11755,185919,prior,46,4,12,10
11756,97831,prior,16,5,18,7
11757,189552,prior,25,1,11,8
11758,111149,prior,12,6,13,8
11759,122246,train,9,3,16,8
11760,126405,prior,59,1,14,3
11761,105239,prior,1,2,16,NULL
11762,116572,prior,43,1,11,3
11763,161307,prior,18,6,23,26
11764,57009,prior,82,4,17,1
11765,63418,prior,4,4,8,7
11766,9239,prior,45,5,18,7
11767,185420,prior,6,2,11,7
11768,68864,prior,29,1,13,7
11769,11665,prior,1,6,21,NULL
11770,124753,prior,45,5,14,2
11771,134730,prior,24,4,13,5
11772,81750,prior,44,5,22,6
11773,94588,prior,23,4,11,4
11774,137410,prior,78,5,14,2
11775,55520,prior,1,0,14,NULL
11776,192868,prior,18,4,12,8
11777,148390,prior,33,0,9,3
11778,16615,prior,14,1,17,13
11779,54886,prior,34,6,8,8
11780,92553,prior,3,6,17,14
11781,172071,prior,2,3,18,30
11782,191890,prior,6,4,11,25
11783,80158,train,4,3,20,30
11784,36659,prior,9,1,21,6
11785,56672,prior,5,1,7,5
11786,54607,prior,8,5,18,5
11787,112551,prior,4,0,15,3
11788,74043,prior,32,1,10,3
11789,190599,prior,9,0,9,21
11790,123030,prior,47,6,15,6
11791,50905,prior,12,1,7,7
11792,141381,prior,4,3,19,7
11793,196804,prior,13,1,11,1
11794,109905,prior,1,6,19,NULL
11795,98996,prior,5,3,3,3
11796,111322,prior,12,0,16,21
11797,185454,prior,12,2,19,14
11798,164699,prior,22,5,13,2
11799,141434,prior,33,5,20,5
11800,125668,prior,16,6,13,2
11801,153855,prior,15,4,12,7
11802,133008,prior,10,0,7,30
11803,70851,prior,4,1,20,4
11804,83446,prior,2,0,16,17
11805,11036,prior,8,4,20,7
11806,154225,train,9,2,14,14
11807,171470,prior,6,3,12,2
11808,121818,prior,17,5,11,2
11809,100482,prior,3,3,16,4
11810,183604,prior,4,6,21,19
11811,14955,prior,7,0,17,4
11812,27448,prior,4,2,14,5
11813,103106,prior,17,3,8,2
11814,180013,prior,1,3,11,NULL
11815,11387,prior,6,4,15,10
11816,181563,prior,3,1,19,11
11817,42550,prior,19,2,17,7
11818,71975,prior,6,2,6,5
11819,82854,prior,12,0,10,15
11820,55731,prior,69,3,10,5
11821,93364,prior,13,0,10,21
11822,92343,prior,25,2,14,17
11823,44262,prior,8,4,10,10
11824,201033,prior,69,6,7,7
11825,61624,prior,4,3,21,18
11826,126824,prior,5,0,13,3
11827,171480,prior,16,3,11,2
11828,100508,prior,35,4,19,2
11829,184426,prior,9,1,15,5
11830,18055,prior,4,2,12,5
11831,147098,prior,9,6,11,21
11832,124617,prior,2,2,16,30
11833,89462,prior,15,6,8,13
11834,68149,prior,5,2,8,9
11835,167990,prior,18,6,9,14
11836,85680,prior,17,0,12,20
11837,156652,prior,3,6,9,20
11838,110198,prior,7,6,9,30
11839,54632,prior,1,4,14,NULL
11840,60632,prior,2,2,17,5
11841,55131,prior,3,2,11,1
11842,66926,prior,24,1,19,0
11843,184501,prior,12,1,8,7
11844,168830,prior,3,2,14,30
11845,158262,prior,80,1,16,3
11846,158683,prior,13,4,9,2
11847,82598,prior,18,0,10,27
11848,82052,prior,9,4,14,0
11849,131099,test,12,0,12,9
11850,173504,prior,14,4,16,11
11851,76343,prior,23,1,15,3
11852,131927,prior,9,6,14,25
11853,128566,prior,3,6,16,17
11854,161794,prior,6,1,18,2
11855,107808,prior,5,5,17,7
11856,154783,prior,2,2,19,10
11857,3593,prior,68,1,17,1
11858,141251,prior,5,0,14,5
11859,206208,prior,17,1,13,6
11860,132409,prior,6,1,10,30
11861,138798,train,19,6,16,30
11862,149817,prior,16,3,10,9
11863,55243,prior,31,4,16,4
11864,125271,prior,6,3,18,11
11865,108195,prior,7,6,22,30
11866,98588,prior,9,5,14,16
11867,17485,prior,4,1,14,30
11868,86219,prior,18,4,9,6
11869,84934,prior,6,1,14,9
11870,122780,prior,58,3,9,8
11871,173850,prior,94,0,13,3
11872,137366,prior,7,3,9,30
11873,99707,prior,29,3,13,1
11874,173812,prior,8,5,13,13
11875,31344,prior,5,1,18,12
11876,163340,prior,37,5,14,3
11877,47324,train,10,0,9,30
11878,174089,prior,5,0,12,4
11879,52824,prior,8,0,16,2
11880,113413,prior,15,6,18,7
11881,184699,prior,7,0,13,7
11882,48571,prior,45,2,12,6
11883,31430,prior,2,3,22,30
11884,67299,prior,11,0,12,8
11885,78734,prior,51,5,9,7
11886,69195,prior,24,1,17,0
11887,191711,prior,23,0,12,7
11888,78053,test,4,6,22,30
11889,76827,prior,6,4,17,12
11890,17841,prior,5,2,11,12
11891,117578,prior,2,4,10,27
11892,194812,prior,8,4,6,30
11893,195846,prior,5,3,23,30
11894,73171,prior,23,4,10,9
11895,36705,prior,2,3,12,17
11896,190561,prior,42,4,17,4
11897,84526,prior,22,2,15,13
11898,95525,prior,5,2,18,24
11899,162902,prior,2,1,9,18
11900,21280,prior,6,3,10,30
11901,84433,prior,9,0,19,7
11902,11592,prior,2,4,15,2
11903,133470,prior,5,5,9,2
11904,187743,prior,5,1,19,9
11905,66145,prior,12,0,15,12
11906,182345,prior,1,1,16,NULL
11907,71748,prior,13,0,15,5
11908,174253,prior,2,6,10,19
11909,169259,prior,4,2,19,30
11910,80404,prior,2,5,14,19
11911,165275,prior,12,0,0,13
11912,204204,prior,2,3,20,2
11913,32252,prior,3,0,17,3
11914,116881,prior,23,0,10,6
11915,108457,prior,73,1,15,2
11916,38323,prior,10,6,14,6
11917,57130,prior,67,5,11,1
11918,49478,prior,40,0,15,2
11919,101377,prior,8,1,23,19
11920,144148,prior,47,6,17,0
11921,44489,prior,1,2,11,NULL
11922,15539,prior,17,1,11,8
11923,148993,prior,44,4,18,2
11924,148745,prior,5,0,9,30
11925,120243,prior,5,5,8,8
11926,78051,prior,33,1,15,4
11927,89323,prior,19,2,13,11
11928,160960,prior,20,0,14,7
11929,118897,prior,18,3,13,9
11930,149851,train,5,0,12,15
11931,183076,prior,2,4,10,7
11932,203264,prior,7,2,16,7
11933,123932,prior,7,3,15,9
11934,103048,prior,29,3,6,30
11935,82232,prior,7,5,16,0
11936,117589,prior,2,3,15,3
11937,194132,prior,11,4,14,24
11938,25322,prior,46,4,13,3
11939,84562,prior,19,0,17,2
11940,52805,prior,23,6,11,8
11941,136230,prior,12,3,4,10
11942,60703,prior,11,0,21,28
11943,32326,test,24,3,15,22
11944,28201,prior,25,5,12,15
11945,77939,prior,28,0,16,7
11946,3001,prior,17,6,0,14
11947,147495,prior,4,2,12,18
11948,193397,prior,19,6,13,13
11949,87889,prior,6,3,11,6
11950,34737,prior,32,0,8,10
11951,93764,prior,19,1,10,17
11952,81691,prior,3,2,19,3
11953,191131,prior,3,0,22,13
11954,118737,prior,11,2,10,19
11955,64602,prior,8,5,8,30
11956,191132,prior,19,2,16,2
11957,51177,prior,12,6,16,10
11958,31057,prior,12,0,15,5
11959,136488,prior,7,3,23,6
11960,53621,prior,15,2,15,2
11961,27260,train,5,1,16,30
11962,73165,train,29,1,16,30
11963,151544,prior,20,2,8,7
11964,78363,prior,25,1,13,0
11965,165213,prior,12,1,7,13
11966,163776,prior,6,3,15,18
11967,135855,prior,2,2,20,11
11968,117989,prior,14,2,1,17
11969,86350,prior,50,5,17,8
11970,15147,prior,10,4,17,30
11971,18536,prior,19,1,14,27
11972,115188,prior,10,3,11,5
11973,74948,prior,50,4,11,6
11974,54273,test,9,6,16,20
11975,49754,prior,3,1,14,30
11976,120506,prior,2,3,13,30
11977,45004,prior,1,5,18,NULL
11978,15989,train,34,3,15,4
11979,102785,prior,1,4,16,NULL
